Date,State,International Airport,New Indian,New Foreigner,Recovered,Fatal,Quarantine count,Temperature,Humidity,Population Density,Alert/Lockdown state,Tourism,Total Indian,Total Foreigner,Total recovered,Total decesed,Indian Diff,Foreigner Diff,Indian percentage increment,Foreign percentage increment,Statewise increement,,Statewise recovered increment,Statewise deceased increment,Statewise increment percentage,Statewise number of tests,LS Factor
4/2/2020,KA,1,124,0,11,3,,36,36,319,1,0,,,,,,,,,14,0,2,0,0.127272727,,0.051565378
4/2/2020,KL,1,278,8,28,2,,35,79,859,1,1,,,,,,,,,21,0,2,0,0.081712062,,0.036832413
4/2/2020,MP,0,107,0,0,8,,34,32,236,1,0,,,,,,,,,21,0,0,2,0.244186047,,0.053406998
4/2/2020,MH,1,420,3,42,21,,35,0,365,1,0,,,,,,,,,88,0,3,7,0.265060241,,0.08839779
4/2/2020,MN,0,2,0,0,0,,31,0,122,1,0,,,,,,,,,1,0,0,0,1,,0.003683241
4/2/2020,MZ,0,1,0,0,0,,29,0,52,1,0,,,,,,,,,0,0,0,0,0,,0.001841621
4/2/2020,OD,0,5,0,1,0,,36,69,269,1,0,,,,,,,,,1,0,1,0,0.25,,0.038674033
4/2/2020,PC,0,3,0,0,0,,33,81,2598,1,1,,,,,,,,,0,0,0,0,0,,0.001841621
4/2/2020,PB,0,47,0,1,4,,27,75,550,1,0,,,,,,,,,1,0,0,0,0.02173913,,0.023941068
4/2/2020,RJ,0,131,2,3,0,,32,21,201,1,0,,,,,,,,,13,0,0,0,0.110169492,,0.046040516
4/2/2020,TN,1,303,6,6,1,,33,74,555,1,0,,,,,,,,,75,0,0,0,0.328947368,,0.071823204
4/2/2020,TG,1,144,10,17,9,,38,42,312,1,0,,,,,,,,,57,0,3,1,0.655172414,,0.031307551
4/2/2020,UK,0,9,1,2,0,,29,71,189,1,0,,,,,,,,,3,0,0,0,0.5,,0.009208103
4/2/2020,UTCH,0,18,0,0,0,,28,75,9252,1,0,,,,,,,,,1,0,0,0,0.058823529,,0.001841621
4/2/2020,UTJK,0,70,0,3,2,,13,74,98,1,0,,,,,,,,,8,0,1,0,0.129032258,,0.009208103
4/2/2020,UTL,0,13,0,3,0,,1,74,2.8,1,1,,,,,,,,,0,0,0,0,0,,0.001841621
4/2/2020,UP,0,120,1,17,2,,33,48,828,1,1,,,,,,,,,4,0,0,0,0.034482759,,0.14732965
4/2/2020,WB,1,53,0,3,6,,36,83,1029,1,0,,,,,,,,,16,0,0,0,0.432432432,,0.077348066
4/3/2020,AP,0,164,0,2,1,,33,80,303,1,0,3075,48,229,86,587,0,0.235932476,0,15,0,0,1,0.100671141,69245,0.046040516
4/3/2020,AN,0,10,0,0,0,,31,81,46,1,1,,,,,,,,,0,0,0,0,0,,0.001841621
4/3/2020,AS,0,23,0,0,0,,34,69,397,1,0,,,,,,,,,7,0,0,0,0.4375,,0.025782689
4/3/2020,ACP,0,1,0,0,0,,29,67,17,0,0,,,,,,,,,0,0,0,0,0,,0.003683241
4/3/2020,BR,0,31,0,3,1,,34,39,1102,1,0,,,,,,,,,2,0,0,0,0.068965517,,0.073664825
4/3/2020,CG,0,9,0,2,0,,35,46,189,1,0,,,,,,,,,0,0,0,0,0,,0.020257827
4/3/2020,DL,1,386,1,8,6,,30,64,11297,1,1,,,,,,,,,94,0,2,2,0.321917808,,0.012891344
4/3/2020,GA,1,6,0,0,0,,32,80,394,1,1,,,,,,,,,1,0,0,0,0.2,,0.003683241
4/3/2020,GJ,1,95,1,10,9,,39,32,308,1,0,,,,,,,,,8,0,3,2,0.091954023,,0.047882136
4/3/2020,HR,0,44,14,27,0,,30,37,573,1,0,,,,,,,,,9,0,0,0,0.257142857,,0.018416206
4/3/2020,HP,0,5,1,2,2,,14,70,123,1,0,,,,,,,,,0,0,0,1,0,,0.007366483
4/3/2020,JH,0,2,0,0,0,,32,43,414,1,0,,,,,,,,,0,0,0,0,0,,0.025782689
4/3/2020,KA,1,128,0,11,4,,35,28,319,1,0,,,,,,,,,4,0,0,1,0.032258065,,0.051565378
4/3/2020,KL,1,287,8,42,2,,34,76,859,1,1,,,,,,,,,9,0,14,0,0.032374101,,0.036832413
4/3/2020,MP,0,154,0,0,8,,34,36,236,1,0,,,,,,,,,47,0,0,0,0.439252336,,0.053406998
4/3/2020,MH,1,487,3,50,26,,33,0,365,1,0,,,,,,,,,67,0,8,5,0.15952381,,0.08839779
4/3/2020,MN,0,2,0,0,0,,31,0,122,1,0,,,,,,,,,0,0,0,0,0,,0.003683241
4/3/2020,MZ,0,1,0,0,0,,27,0,52,1,0,,,,,,,,,0,0,0,0,0,,0.001841621
4/3/2020,OD,0,20,0,2,0,,36,71,269,1,0,,,,,,,,,15,0,1,0,3,,0.038674033
4/3/2020,PC,0,5,0,0,0,,33,76,2598,1,1,,,,,,,,,2,0,0,0,0.666666667,,0.001841621
4/3/2020,PB,0,53,0,1,5,,28,74,550,1,0,,,,,,,,,6,0,0,1,0.127659574,,0.023941068
4/3/2020,RJ,0,177,2,3,0,,33,15,201,1,0,,,,,,,,,46,0,0,0,0.351145038,,0.046040516
4/3/2020,TN,1,411,6,6,1,,33,72,555,1,0,,,,,,,,,108,0,0,0,0.356435644,,0.071823204
4/3/2020,TG,1,219,10,32,11,,36,48,312,1,0,,,,,,,,,75,0,15,2,0.520833333,,0.031307551
4/3/2020,UK,0,15,1,2,0,,28,70,189,1,0,,,,,,,,,6,0,0,0,0.666666667,,0.009208103
4/3/2020,UTCH,0,18,0,0,0,,28,74,9252,1,0,,,,,,,,,0,0,0,0,0,,0.001841621
4/3/2020,UTJK,0,75,0,3,2,,16,72,98,1,0,,,,,,,,,5,0,0,0,0.071428571,,0.009208103
4/3/2020,UTL,0,14,0,3,0,,2,72,2.8,1,1,,,,,,,,,1,0,0,0,0.076923077,,0.001841621
4/3/2020,UP,0,173,1,17,2,,33,47,828,1,1,,,,,,,,,53,0,0,0,0.441666667,,0.14732965
4/3/2020,WB,1,60,0,3,6,,36,64,1029,1,0,,,,,,,,,7,0,0,0,0.132075472,,0.077348066
4/4/2020,AP,0,192,0,2,1,,32,76,303,1,0,3641,48,281,98,566,0,0.184065041,0,28,0,0,0,0.170731707,79950,0.046040516
4/4/2020,AN,0,10,0,0,0,,31,82,46,1,1,,,,,,,,,0,0,0,0,0,,0.001841621
4/4/2020,AS,0,26,0,0,0,,35,66,397,1,0,,,,,,,,,3,0,0,0,0.130434783,,0.025782689
4/4/2020,ACP,0,1,0,0,0,,29,56,17,0,0,,,,,,,,,0,0,0,0,0,,0.003683241
4/4/2020,BR,0,32,0,3,1,,34,37,1102,1,0,,,,,,,,,1,0,0,0,0.032258065,,0.073664825
4/4/2020,CG,0,10,0,3,0,,36,65,189,1,0,,,,,,,,,1,0,1,0,0.111111111,,0.020257827
4/4/2020,DL,1,444,1,16,6,,32,64,11297,1,1,,,,,,,,,58,0,8,0,0.150259067,,0.012891344
4/4/2020,GA,1,7,0,0,0,,33,78,394,1,1,,,,,,,,,1,0,0,0,0.166666667,,0.003683241
4/4/2020,GJ,1,107,1,10,10,,39,31,308,1,0,,,,,,,,,12,0,0,1,0.126315789,,0.047882136
4/4/2020,HR,0,70,14,29,0,,32,37,573,1,0,,,,,,,,,26,0,2,0,0.590909091,,0.018416206
4/4/2020,HP,0,6,1,2,2,,15,73,123,1,0,,,,,,,,,1,0,0,0,0.2,,0.007366483
4/4/2020,JH,0,2,0,0,0,,33,44,414,1,0,,,,,,,,,0,0,0,0,0,,0.025782689
4/4/2020,KA,1,144,0,11,4,,35,31,319,1,0,,,,,,,,,16,0,0,0,0.125,,0.051565378
4/4/2020,KL,1,298,8,50,2,,36,72,859,1,1,,,,,,,,,11,0,8,0,0.038327526,,0.036832413
4/4/2020,MP,0,179,0,0,11,,36,31,236,1,0,,,,,,,,,25,0,0,3,0.162337662,,0.053406998
4/4/2020,MH,1,632,3,52,32,,34,0,365,1,0,,,,,,,,,145,0,2,6,0.297741273,,0.08839779
4/4/2020,MN,0,2,0,0,0,,31,0,122,1,0,,,,,,,,,0,0,0,0,0,,0.003683241
4/4/2020,MZ,0,1,0,0,0,,28,0,52,1,0,,,,,,,,,0,0,0,0,0,,0.001841621
4/4/2020,OD,0,21,0,2,0,,32,86,269,1,0,,,,,,,,,1,0,0,0,0.05,,0.038674033
4/4/2020,PC,0,5,0,0,0,,33,76,2598,1,1,,,,,,,,,0,0,0,0,0,,0.001841621
4/4/2020,PB,0,65,0,3,5,,30,63,550,1,0,,,,,,,,,12,0,2,0,0.226415094,,0.023941068
4/4/2020,RJ,0,198,2,25,0,,34,21,201,1,0,,,,,,,,,21,0,22,0,0.118644068,,0.046040516
4/4/2020,TN,1,479,6,8,3,,32,72,555,1,0,,,,,,,,,68,0,2,2,0.165450122,,0.071823204
4/4/2020,TG,1,262,10,33,11,,33,53,312,1,0,,,,,,,,,43,0,1,0,0.196347032,,0.031307551
4/4/2020,UK,0,21,1,2,0,,30,68,189,1,0,,,,,,,,,6,0,0,0,0.4,,0.009208103
4/4/2020,UTCH,0,18,0,0,0,,30,63,9252,1,0,,,,,,,,,0,0,0,0,0,,0.001841621
4/4/2020,UTJK,0,92,0,3,2,,19,64,98,1,0,,,,,,,,,17,0,0,0,0.226666667,,0.009208103
4/4/2020,UTL,0,14,0,3,0,,2,64,2.8,1,1,,,,,,,,,0,0,0,0,0,,0.001841621
4/4/2020,UP,0,233,1,21,2,,34,47,828,1,1,,,,,,,,,60,0,4,0,0.346820809,,0.14732965
4/4/2020,WB,1,70,0,3,6,,37,67,1029,1,0,,,,,,,,,10,0,0,0,0.166666667,,0.077348066
4/5/2020,AP,0,252,0,5,1,,33,78,303,1,0,4245,48,324,116,604,0,0.165888492,0,60,0,3,0,0.3125,89534,0.046040516
4/5/2020,AN,0,10,0,0,0,,31,82,46,1,1,,,,,,,,,0,0,0,0,0,,0.001841621
4/5/2020,AS,0,26,0,0,0,,35,62,397,1,0,,,,,,,,,0,0,0,0,0,,0.025782689
4/5/2020,ACP,0,1,0,0,0,,31,55,17,0,0,,,,,,,,,0,0,0,0,0,,0.003683241
4/5/2020,BR,0,32,0,3,1,,36,35,1102,1,0,,,,,,,,,0,0,0,0,0,,0.073664825
4/5/2020,CG,0,10,0,8,0,,34,53,189,1,0,,,,,,,,,0,0,5,0,0,,0.020257827
4/5/2020,DL,1,502,1,16,7,,32,70,11297,1,1,,,,,,,,,58,0,0,1,0.130630631,,0.012891344
4/5/2020,GA,1,7,0,0,0,,33,78,394,1,1,,,,,,,,,0,0,0,0,0,,0.003683241
4/5/2020,GJ,1,127,1,17,11,,40,27,308,1,0,,,,,,,,,20,0,7,1,0.186915888,,0.047882136
4/5/2020,HR,0,76,14,29,0,,33,44,573,1,0,,,,,,,,,6,0,0,0,0.085714286,,0.018416206
4/5/2020,HP,0,13,1,2,2,,16,78,123,1,0,,,,,,,,,7,0,0,0,1.166666667,,0.007366483
4/5/2020,JH,0,3,0,0,0,,34,37,414,1,0,,,,,,,,,1,0,0,0,0.5,,0.025782689
4/5/2020,KA,1,151,0,11,4,,35,34,319,1,0,,,,,,,,,7,0,0,0,0.048611111,,0.051565378
4/5/2020,KL,1,306,8,56,2,,34,74,859,1,1,,,,,,,,,8,0,6,0,0.026845638,,0.036832413
4/5/2020,MP,0,193,0,3,12,,37,41,236,1,0,,,,,,,,,14,0,3,1,0.078212291,,0.053406998
4/5/2020,MH,1,745,3,56,45,,32,0,365,1,0,,,,,,,,,113,0,4,13,0.178797468,,0.08839779
4/5/2020,MN,0,2,0,0,0,,29,0,122,1,0,,,,,,,,,0,0,0,0,0,,0.003683241
4/5/2020,MZ,0,1,0,0,0,,28,0,52,1,0,,,,,,,,,0,0,0,0,0,,0.001841621
4/5/2020,OD,0,39,0,2,0,,35,82,269,1,0,,,,,,,,,18,0,0,0,0.857142857,,0.038674033
4/5/2020,PC,0,5,0,0,0,,33,82,2598,1,1,,,,,,,,,0,0,0,0,0,,0.001841621
4/5/2020,PB,0,68,0,3,5,,28,85,550,1,0,,,,,,,,,3,0,0,0,0.046153846,,0.023941068
4/5/2020,RJ,0,264,2,25,0,,34,21,201,1,0,,,,,,,,,66,0,0,0,0.333333333,,0.046040516
4/5/2020,TN,1,565,6,8,5,,33,79,555,1,0,,,,,,,,,86,0,0,2,0.17954071,,0.071823204
4/5/2020,TG,1,324,10,33,11,,37,46,312,1,0,,,,,,,,,62,0,0,0,0.236641221,,0.031307551
4/5/2020,UK,0,25,1,4,0,,31,68,189,1,0,,,,,,,,,4,0,2,0,0.19047619,,0.009208103
4/5/2020,UTCH,0,18,0,5,0,,31,85,9252,1,0,,,,,,,,,0,0,5,0,0,,0.001841621
4/5/2020,UTJK,0,106,0,4,2,,18,76,98,1,0,,,,,,,,,14,0,1,0,0.152173913,,0.009208103
4/5/2020,UTL,0,14,0,3,0,,3,76,2.8,1,1,,,,,,,,,0,0,0,0,0,,0.001841621
4/5/2020,UP,0,277,1,21,2,,36,53,828,1,1,,,,,,,,,44,0,0,0,0.188841202,,0.14732965
4/5/2020,WB,1,83,0,10,6,,37,56,1029,1,0,,,,,,,,,13,0,7,0,0.185714286,,0.077348066
4/6/2020,AP,0,303,0,5,3,,33,80,303,1,0,4733,48,383,136,488,0,0.114958775,0,51,0,0,2,0.202380952,101068,0.046040516
4/6/2020,AN,0,10,0,0,0,,31,80,46,1,1,,,,,,,,,0,0,0,0,0,,0.001841621
4/6/2020,AS,0,26,0,0,0,,35,56,397,1,0,,,,,,,,,0,0,0,0,0,,0.025782689
4/6/2020,ACP,0,1,0,0,0,,30,75,17,1,0,,,,,,,,,0,0,0,0,0,,0.003683241
4/6/2020,BR,0,32,0,9,1,,37,33,1102,1,0,,,,,,,,,0,0,6,0,0,,0.073664825
4/6/2020,CG,0,10,0,8,0,,36,62,189,1,0,,,,,,,,,0,0,0,0,0,,0.020257827
4/6/2020,DN,0,1,0,0,0,,37,0,970,1,0,,,,,,,,,0,0,0,0,0,,0.001841621
4/6/2020,DL,1,524,1,16,7,,34,52,11297,1,1,,,,,,,,,22,0,0,0,0.043824701,,0.012891344
4/6/2020,GA,1,7,0,0,0,,33,82,394,1,1,,,,,,,,,0,0,0,0,0,,0.003683241
4/6/2020,GJ,1,145,1,22,12,,40,24,308,1,0,,,,,,,,,18,0,5,1,0.141732283,,0.047882136
4/6/2020,HR,0,96,14,29,2,,35,33,573,1,0,,,,,,,,,20,0,0,2,0.263157895,,0.018416206
4/6/2020,HP,0,17,1,2,2,,16,76,123,1,0,,,,,,,,,4,0,0,0,0.307692308,,0.007366483
4/6/2020,JH,0,4,0,0,0,,34,38,414,1,0,,,,,,,,,1,0,0,0,0.333333333,,0.025782689
4/6/2020,KA,1,163,0,20,4,,34,66,319,1,0,,,,,,,,,12,0,9,0,0.079470199,,0.051565378
4/6/2020,KL,1,319,8,59,2,,34,88,859,1,1,,,,,,,,,13,0,3,0,0.04248366,,0.036832413
4/6/2020,MP,0,256,0,11,15,,37,39,236,1,0,,,,,,,,,63,0,8,3,0.32642487,,0.053406998
4/6/2020,MH,1,865,3,70,52,,31,0,365,1,0,,,,,,,,,120,0,14,7,0.161073826,,0.08839779
4/6/2020,MN,0,2,0,1,0,,29,0,122,1,0,,,,,,,,,0,0,1,0,0,,0.003683241
4/6/2020,MZ,0,1,0,0,0,,27,0,52,1,0,,,,,,,,,0,0,0,0,0,,0.001841621
4/6/2020,OD,0,40,0,2,0,,37,88,269,1,0,,,,,,,,,1,0,0,0,0.025641026,,0.038674033
4/6/2020,PC,0,5,0,0,0,,33,83,2598,1,1,,,,,,,,,0,0,0,0,0,,0.001841621
4/6/2020,PB,0,79,0,4,7,,31,71,550,1,0,,,,,,,,,11,0,1,2,0.161764706,,0.023941068
4/6/2020,RJ,0,299,2,25,2,,36,19,201,1,0,,,,,,,,,35,0,0,2,0.132575758,,0.046040516
4/6/2020,TN,1,615,6,13,5,,33,79,555,1,0,,,,,,,,,50,0,5,0,0.088495575,,0.071823204
4/6/2020,TG,1,354,10,33,11,,36,47,312,1,0,,,,,,,,,30,0,0,0,0.092592593,,0.031307551
4/6/2020,UK,0,30,1,4,0,,32,70,189,1,0,,,,,,,,,5,0,0,0,0.2,,0.009208103
4/6/2020,UTCH,0,18,0,5,0,,32,71,9252,1,0,,,,,,,,,0,0,0,0,0,,0.001841621
4/6/2020,UTJK,0,109,0,4,2,,16,77,98,1,0,,,,,,,,,3,0,0,0,0.028301887,,0.009208103
4/6/2020,UTL,0,14,0,10,0,,2,77,2.8,1,1,,,,,,,,,0,0,7,0,0,,0.001841621
4/6/2020,UP,0,304,1,21,3,,37,48,828,1,1,,,,,,,,,27,0,0,1,0.097472924,,0.14732965
4/6/2020,TR,0,1,0,0,0,,37,0,350,1,0,,,,,,,,,0,0,0,0,0,,0.003683241
4/6/2020,WB,1,83,0,10,6,,38,45,1029,1,0,,,,,,,,,0,0,0,0,0,,0.077348066
4/7/2020,AP,0,314,0,5,3,,33,84,303,1,0,5314,48,469,163,581,0,0.122755124,0,11,0,0,0,0.03630363,114015,0.046040516
4/7/2020,AN,0,10,0,0,0,,31,76,46,1,1,,,,,,,,,0,0,0,0,0,,0.001841621
4/7/2020,AS,0,28,0,0,0,,34,62,397,1,0,,,,,,,,,2,0,0,0,0.076923077,,0.025782689
4/7/2020,ACP,0,1,0,0,0,,29,80,17,1,0,,,,,,,,,0,0,0,0,0,,0.003683241
4/7/2020,BR,0,38,0,15,1,,37,35,1102,1,0,,,,,,,,,6,0,6,0,0.1875,,0.073664825
4/7/2020,CG,0,10,0,9,0,,36,25,189,1,0,,,,,,,,,0,0,1,0,0,,0.020257827
4/7/2020,DN,0,1,0,0,0,,37,0,970,1,0,,,,,,,,,0,0,0,0,0,,0.001841621
4/7/2020,DL,1,575,1,20,9,,33,52,11297,1,1,,,,,,,,,51,0,4,2,0.097328244,,0.012891344
4/7/2020,GA,1,7,0,0,0,,32,73,394,1,1,,,,,,,,,0,0,0,0,0,,0.003683241
4/7/2020,GJ,1,174,1,25,14,,39,27,308,1,0,,,,,,,,,29,0,3,2,0.2,,0.047882136
4/7/2020,HR,0,129,14,31,2,,34,35,573,1,0,,,,,,,,,33,0,2,0,0.34375,,0.018416206
4/7/2020,HP,0,27,1,2,2,,14,36,123,1,0,,,,,,,,,10,0,0,0,0.588235294,,0.007366483
4/7/2020,JH,0,4,0,0,0,,34,56,414,1,0,,,,,,,,,0,0,0,0,0,,0.025782689
4/7/2020,KA,1,175,0,25,4,,30,72,319,1,0,,,,,,,,,12,0,5,0,0.073619632,,0.051565378
4/7/2020,KL,1,335,8,71,2,,31,96,859,1,1,,,,,,,,,16,0,12,0,0.05015674,,0.036832413
4/7/2020,MP,0,290,0,21,21,,37,30,236,1,0,,,,,,,,,34,0,10,6,0.1328125,,0.053406998
4/7/2020,MH,1,1015,3,79,64,,31,0,365,1,0,,,,,,,,,150,0,9,12,0.173410405,,0.08839779
4/7/2020,MN,0,2,0,1,0,,30,0,122,1,0,,,,,,,,,0,0,0,0,0,,0.003683241
4/7/2020,MZ,0,1,0,0,0,,28,0,52,1,0,,,,,,,,,0,0,0,0,0,,0.001841621
4/7/2020,OD,0,42,0,2,1,,36,86,269,1,0,,,,,,,,,2,0,0,1,0.05,,0.038674033
4/7/2020,PC,0,5,0,1,0,,33,82,2598,1,1,,,,,,,,,0,0,1,0,0,,0.001841621
4/7/2020,PB,0,99,0,14,8,,26,78,550,1,0,,,,,,,,,20,0,10,1,0.253164557,,0.023941068
4/7/2020,RJ,0,341,2,25,2,,36,28,201,1,0,,,,,,,,,42,0,0,0,0.140468227,,0.046040516
4/7/2020,TN,1,684,6,19,7,,33,76,555,1,0,,,,,,,,,69,0,6,2,0.112195122,,0.071823204
4/7/2020,TG,1,394,10,45,11,,34,50,312,1,0,,,,,,,,,40,0,12,0,0.11299435,,0.031307551
4/7/2020,UK,0,30,1,4,0,,32,60,189,1,0,,,,,,,,,0,0,0,0,0,,0.009208103
4/7/2020,UTCH,0,18,0,7,0,,30,78,9252,1,0,,,,,,,,,0,0,2,0,0,,0.001841621
4/7/2020,UTJK,0,125,0,4,3,,16,90,98,1,0,,,,,,,,,16,0,0,1,0.146788991,,0.009208103
4/7/2020,UTL,0,14,0,10,0,,4,90,2.8,1,1,,,,,,,,,0,0,0,0,0,,0.001841621
4/7/2020,UP,0,331,1,21,3,,38,34,828,1,1,,,,,,,,,27,0,0,0,0.088815789,,0.14732965
4/7/2020,TR,0,1,0,0,0,,37,0,350,1,0,,,,,,,,,0,0,0,0,0,,0.003683241
4/7/2020,WB,1,94,0,13,6,,39,68,1029,1,0,,,,,,,,,11,0,3,0,0.13253012,,0.077348066
4/8/2020,AP,0,348,0,6,3,,33,70,303,1,0,5883,48,565,185,569,0,0.107075649,0,34,0,1,0,0.108280255,127919,0.046040516
4/8/2020,AN,0,11,0,0,0,,31,80,46,1,1,,,,,,,,,1,0,0,0,0.1,,0.001841621
4/8/2020,AS,0,28,0,0,0,,34,62,397,1,0,,,,,,,,,0,0,0,0,0,,0.025782689
4/8/2020,ACP,0,1,0,0,0,,31,60,17,1,0,,,,,,,,,0,0,0,0,0,,0.003683241
4/8/2020,BR,0,39,0,15,1,,36,45,1102,1,0,,,,,,,,,1,0,0,0,0.026315789,,0.073664825
4/8/2020,CG,0,11,0,9,0,,37,50,189,1,0,,,,,,,,,1,0,0,0,0.1,,0.020257827
4/8/2020,DN,0,1,0,0,0,,36,80,970,1,0,,,,,,,,,0,0,0,0,0,,0.001841621
4/8/2020,DL,1,668,1,21,9,,33,59,11297,1,1,,,,,,,,,93,0,1,0,0.16173913,,0.012891344
4/8/2020,GA,1,7,0,0,0,,33,72,394,1,1,,,,,,,,,0,0,0,0,0,,0.003683241
4/8/2020,GJ,1,186,1,25,16,,39,37,308,1,0,,,,,,,,,12,0,0,2,0.068965517,,0.047882136
4/8/2020,HR,0,153,14,32,2,,33,31,573,1,0,,,,,,,,,24,0,1,0,0.186046512,,0.018416206
4/8/2020,HP,0,27,1,2,2,,12,69,123,1,0,,,,,,,,,0,0,0,0,0,,0.007366483
4/8/2020,JH,0,13,0,0,1,,33,79,414,1,0,,,,,,,,,9,0,0,1,2.25,,0.025782689
4/8/2020,KA,1,181,0,28,6,,31,53,319,1,0,,,,,,,,,6,0,3,2,0.034285714,,0.051565378
4/8/2020,KL,1,337,8,84,2,,34,80,859,1,1,,,,,,,,,2,0,13,0,0.005970149,,0.036832413
4/8/2020,MP,0,341,0,25,24,,37,34,236,1,0,,,,,,,,,51,0,4,3,0.175862069,,0.053406998
4/8/2020,MH,1,1132,3,117,72,,31,0,365,1,0,,,,,,,,,117,0,38,8,0.115270936,,0.08839779
4/8/2020,MN,0,2,0,1,0,,31,70,122,1,0,,,,,,,,,0,0,0,0,0,,0.003683241
4/8/2020,MZ,0,1,0,0,0,,28,48,52,1,0,,,,,,,,,0,0,0,0,0,,0.001841621
4/8/2020,OD,0,42,0,2,1,,34,81,269,1,0,,,,,,,,,0,0,0,0,0,,0.038674033
4/8/2020,PC,0,5,0,1,0,,33,81,2598,1,1,,,,,,,,,0,0,0,0,0,,0.001841621
4/8/2020,PB,0,106,0,14,9,,29,62,550,1,0,,,,,,,,,7,0,0,1,0.070707071,,0.023941068
4/8/2020,RJ,0,381,2,45,3,,35,17,201,1,0,,,,,,,,,40,0,20,1,0.117302053,,0.046040516
4/8/2020,TN,1,732,6,21,8,,33,78,555,1,0,,,,,,,,,48,0,2,1,0.070175439,,0.071823204
4/8/2020,TG,1,443,10,45,11,,37,44,312,1,0,,,,,,,,,49,0,0,0,0.124365482,,0.031307551
4/8/2020,UK,0,34,1,5,0,,31,64,189,1,0,,,,,,,,,4,0,1,0,0.133333333,,0.009208103
4/8/2020,UTCH,0,18,0,7,0,,29,62,9252,1,0,,,,,,,,,0,0,0,0,0,,0.001841621
4/8/2020,UTJK,0,158,0,6,3,,18,74,98,1,0,,,,,,,,,33,0,2,0,0.264,,0.009208103
4/8/2020,UTL,0,14,0,10,0,,3,74,2.8,1,1,,,,,,,,,0,0,0,0,0,,0.001841621
4/8/2020,UP,0,360,1,31,4,,36,36,828,1,1,,,,,,,,,29,0,10,1,0.087613293,,0.14732965
4/8/2020,TR,0,1,0,0,0,,32,89,350,1,0,,,,,,,,,0,0,0,0,0,,0.003683241
4/8/2020,WB,1,102,0,13,8,,37,49,1029,1,0,,,,,,,,,8,0,0,2,0.085106383,,0.077348066
4/9/2020,AP,0,363,0,10,5,,30,76,303,1,0,6684,48,625,229,801,0,0.136155023,0,15,0,4,2,0.043103448,144910,0.046040516
4/9/2020,AN,0,11,0,0,0,,31,82,46,1,1,,,,,,,,,0,0,0,0,0,,0.001841621
4/9/2020,AS,0,29,0,0,0,,33,79,397,1,0,,,,,,,,,1,0,0,0,0.035714286,,0.025782689
4/9/2020,ACP,0,1,0,0,0,,29,67,17,1,0,,,,,,,,,0,0,0,0,0,,0.003683241
4/9/2020,BR,0,58,0,15,1,,37,46,1102,1,0,,,,,,,,,19,0,0,0,0.487179487,,0.073664825
4/9/2020,CG,0,18,0,9,0,,37,52,189,1,0,,,,,,,,,7,0,0,0,0.636363636,,0.020257827
4/9/2020,DN,0,1,0,0,0,,36,68,970,1,0,,,,,,,,,0,0,0,0,0,,0.001841621
4/9/2020,DL,1,719,1,25,12,,33,67,11297,1,1,,,,,,,,,51,0,4,3,0.076347305,,0.012891344
4/9/2020,GA,1,7,0,0,0,,34,76,394,1,1,,,,,,,,,0,0,0,0,0,,0.003683241
4/9/2020,GJ,1,261,1,26,18,,38,35,308,1,0,,,,,,,,,75,0,1,2,0.403225806,,0.047882136
4/9/2020,HR,0,156,14,32,2,,33,34,573,1,0,,,,,,,,,3,0,0,0,0.019607843,,0.018416206
4/9/2020,HP,0,27,1,2,2,,16,67,123,1,0,,,,,,,,,0,0,0,0,0,,0.007366483
4/9/2020,JH,0,13,0,0,1,,33,54,414,1,0,,,,,,,,,0,0,0,0,0,,0.025782689
4/9/2020,KA,1,197,0,30,6,,33,91,319,1,0,,,,,,,,,16,0,2,0,0.08839779,,0.051565378
4/9/2020,KL,1,349,8,97,2,,34,87,859,1,1,,,,,,,,,12,0,13,0,0.035608309,,0.036832413
4/9/2020,MP,0,411,0,25,33,,37,31,236,1,0,,,,,,,,,70,0,0,9,0.205278592,,0.053406998
4/9/2020,MH,1,1361,3,125,97,,32,0,365,1,0,,,,,,,,,229,0,8,25,0.20229682,,0.08839779
4/9/2020,MN,0,2,0,1,0,,31,70,122,1,0,,,,,,,,,0,0,0,0,0,,0.003683241
4/9/2020,MZ,0,1,0,0,0,,28,86,52,1,0,,,,,,,,,0,0,0,0,0,,0.001841621
4/9/2020,OD,0,48,0,2,1,,34,81,269,1,0,,,,,,,,,6,0,0,0,0.142857143,,0.038674033
4/9/2020,PC,0,5,0,1,0,,33,82,2598,1,1,,,,,,,,,0,0,0,0,0,,0.001841621
4/9/2020,PB,0,130,0,18,10,,31,64,550,1,0,,,,,,,,,24,0,4,1,0.226415094,,0.023941068
4/9/2020,RJ,0,461,2,60,3,,34,20,201,1,0,,,,,,,,,80,0,15,0,0.209973753,,0.046040516
4/9/2020,TN,1,828,6,27,8,,32,90,555,1,0,,,,,,,,,96,0,6,0,0.131147541,,0.071823204
4/9/2020,TG,1,461,10,45,12,,35,59,312,1,0,,,,,,,,,18,0,0,1,0.040632054,,0.031307551
4/9/2020,UK,0,34,1,5,0,,32,70,189,1,0,,,,,,,,,0,0,0,0,0,,0.009208103
4/9/2020,UTCH,0,18,0,7,0,,32,64,9252,1,0,,,,,,,,,0,0,0,0,0,,0.001841621
4/9/2020,UTJK,0,184,0,6,4,,18,72,98,1,0,,,,,,,,,26,0,0,1,0.164556962,,0.009208103
