Date,State,International Airport,New Indian,New Foreigner,Recovered,Fatal,Quarantine count,Temperature,Humidity,Population Density,Alert/Lockdown state,Tourism,Total Indian,Total Foreigner,Total recovered,Total decesed,Indian Diff,Foreigner Diff,Indian percentage increment,Foreign percentage increment,Statewise increement,,Statewise recovered increment,Statewise deceased increment,Statewise increment percentage,Statewise number of tests,LS Factor
4/9/2020,UTL,0,14,0,10,0,,3,72,2.8,1,1,,,,,,,,,0,0,0,0,0,,0.001841621
4/9/2020,UP,0,409,1,31,4,,31,47,828,1,1,,,,,,,,,49,0,0,0,0.136111111,,0.14732965
4/9/2020,TR,0,1,0,0,0,,36,80,350,1,0,,,,,,,,,0,0,0,0,0,,0.003683241
4/9/2020,WB,1,106,0,16,8,,37,65,1029,1,0,,,,,,,,,4,0,3,0,0.039215686,,0.077348066
4/10/2020,AP,0,381,0,10,5,,30,80,303,1,0,7558,48,774,250,874,0,0.130760024,0,18,0,0,0,0.049586777,161330,0.046040516
4/10/2020,AN,0,11,0,10,0,,31,78,46,1,1,,,,,,,,,0,0,10,0,0,,0.001841621
4/10/2020,AS,0,29,0,0,1,,33,72,397,1,0,,,,,,,,,0,0,0,1,0,,0.025782689
4/10/2020,ACP,0,1,0,0,0,,29,72,17,1,0,,,,,,,,,0,0,0,0,0,,0.003683241
4/10/2020,BR,0,60,0,15,1,,37,38,1102,1,0,,,,,,,,,2,0,0,0,0.034482759,,0.073664825
4/10/2020,CG,0,19,0,9,0,,37,35,189,1,0,,,,,,,,,1,0,0,0,0.055555556,,0.020257827
4/10/2020,DN,0,1,0,0,0,,36,58,970,1,0,,,,,,,,,0,0,0,0,0,,0.001841621
4/10/2020,DL,1,902,1,27,14,,33,64,11297,1,1,,,,,,,,,183,0,2,2,0.254520167,,0.012891344
4/10/2020,GA,1,7,0,1,0,,34,66,394,1,1,,,,,,,,,0,0,1,0,0,,0.003683241
4/10/2020,GJ,1,377,1,33,18,,38,27,308,1,0,,,,,,,,,116,0,7,0,0.444444444,,0.047882136
4/10/2020,HR,0,162,14,36,2,,33,27,573,1,0,,,,,,,,,6,0,4,0,0.038461538,,0.018416206
4/10/2020,HP,0,28,1,2,2,,16,70,123,1,0,,,,,,,,,1,0,0,0,0.037037037,,0.007366483
4/10/2020,JH,0,14,0,0,1,,33,46,414,1,0,,,,,,,,,1,0,0,0,0.076923077,,0.025782689
4/10/2020,KA,1,207,0,34,6,,33,47,319,1,0,,,,,,,,,10,0,4,0,0.050761421,,0.051565378
4/10/2020,KL,1,356,8,124,2,,34,76,859,1,1,,,,,,,,,7,0,27,0,0.020057307,,0.036832413
4/10/2020,MP,0,451,0,25,36,,37,34,236,1,0,,,,,,,,,40,0,0,3,0.097323601,,0.053406998
4/10/2020,MH,1,1571,3,188,110,,32,0,365,1,0,,,,,,,,,210,0,63,13,0.15429831,,0.08839779
4/10/2020,MN,0,2,0,1,0,,31,59,122,1,0,,,,,,,,,0,0,0,0,0,,0.003683241
4/10/2020,MZ,0,1,0,0,0,,28,86,52,1,0,,,,,,,,,0,0,0,0,0,,0.001841621
4/10/2020,OD,0,50,0,12,1,,34,80,269,1,0,,,,,,,,,2,0,10,0,0.041666667,,0.038674033
4/10/2020,PC,0,7,0,1,0,,33,78,2598,1,1,,,,,,,,,2,0,0,0,0.4,,0.001841621
4/10/2020,PB,0,151,0,20,11,,31,62,550,1,0,,,,,,,,,21,0,2,1,0.161538462,,0.023941068
4/10/2020,RJ,0,559,2,60,3,,34,18,201,1,0,,,,,,,,,98,0,0,0,0.212581345,,0.046040516
4/10/2020,TN,1,905,6,44,9,,32,76,555,1,0,,,,,,,,,77,0,17,1,0.092995169,,0.071823204
4/10/2020,TG,1,477,10,45,12,,35,57,312,1,0,,,,,,,,,16,0,0,0,0.034707158,,0.031307551
4/10/2020,UK,0,35,1,5,0,,32,72,189,1,0,,,,,,,,,1,0,0,0,0.029411765,,0.009208103
4/10/2020,UTCH,0,19,0,7,0,,32,62,9252,1,0,,,,,,,,,1,0,0,0,0.055555556,,0.001841621
4/10/2020,UTJK,0,207,0,6,4,,18,79,98,1,0,,,,,,,,,23,0,0,0,0.125,,0.009208103
4/10/2020,UTL,0,15,0,11,0,,3,79,2.8,1,1,,,,,,,,,1,0,1,0,0.071428571,,0.001841621
4/10/2020,UP,0,432,1,32,4,,31,46,828,1,1,,,,,,,,,23,0,1,0,0.056234719,,0.14732965
4/10/2020,TR,0,2,0,0,0,,36,76,350,1,0,,,,,,,,,1,0,0,0,1,,0.003683241
4/10/2020,WB,1,119,0,16,8,,37,86,1029,1,0,,,,,,,,,13,0,0,0,0.122641509,,0.077348066
4/11/2020,AP,0,405,0,10,6,,33,0,303,1,0,8410,48,968,292,852,0,0.112728235,0,24,0,0,1,0.062992126,179374,0.046040516
4/11/2020,AN,0,11,0,10,0,,31,0,46,1,1,,,,,,,,,0,0,0,0,0,,0.001841621
4/11/2020,AS,0,29,0,0,1,,32,0,397,1,0,,,,,,,,,0,0,0,0,0,,0.025782689
4/11/2020,ACP,0,1,0,0,0,,30,0,17,1,0,,,,,,,,,0,0,0,0,0,,0.003683241
4/11/2020,BR,0,64,0,15,1,,36,0,1102,1,0,,,,,,,,,4,0,0,0,0.066666667,,0.073664825
4/11/2020,CG,0,25,0,9,0,,36,0,189,1,0,,,,,,,,,6,0,0,0,0.315789474,,0.020257827
4/11/2020,DN,0,1,0,0,0,,38,0,970,1,0,,,,,,,,,0,0,0,0,0,,0.001841621
4/11/2020,DL,1,1068,1,27,19,,36,0,11297,1,1,,,,,,,,,166,0,0,5,0.184035477,,0.012891344
4/11/2020,GA,1,7,0,1,0,,33,0,394,1,1,,,,,,,,,0,0,0,0,0,,0.003683241
4/11/2020,GJ,1,467,1,44,22,,42,0,308,1,0,,,,,,,,,90,0,11,4,0.23872679,,0.047882136
4/11/2020,HR,0,165,14,36,2,,36,0,573,1,0,,,,,,,,,3,0,0,0,0.018518519,,0.018416206
4/11/2020,HP,0,32,1,8,2,,18,0,123,1,0,,,,,,,,,4,0,6,0,0.142857143,,0.007366483
4/11/2020,JH,0,17,0,0,1,,35,0,414,1,0,,,,,,,,,3,0,0,0,0.214285714,,0.025782689
4/11/2020,KA,1,215,0,39,6,,33,0,319,1,0,,,,,,,,,8,0,5,0,0.038647343,,0.051565378
4/11/2020,KL,1,365,8,143,2,,36,0,859,1,1,,,,,,,,,9,0,19,0,0.025280899,,0.036832413
4/11/2020,MP,0,529,0,38,40,,38,0,236,1,0,,,,,,,,,78,0,13,4,0.172949002,,0.053406998
4/11/2020,MH,1,1758,3,208,127,,33,0,365,1,0,,,,,,,,,187,0,20,17,0.119032463,,0.08839779
4/11/2020,MN,0,2,0,1,0,,32,0,122,1,0,,,,,,,,,0,0,0,0,0,,0.003683241
4/11/2020,MZ,0,1,0,0,0,,30,0,52,1,0,,,,,,,,,0,0,0,0,0,,0.001841621
4/11/2020,OD,0,54,0,12,1,,37,0,269,1,0,,,,,,,,,4,0,0,0,0.08,,0.038674033
4/11/2020,PC,0,7,0,1,0,,33,0,2598,1,1,,,,,,,,,0,0,0,0,0,,0.001841621
4/11/2020,PB,0,158,0,20,12,,32,0,550,1,0,,,,,,,,,7,0,0,1,0.046357616,,0.023941068
4/11/2020,RJ,0,698,2,116,9,,37,0,201,1,0,,,,,,,,,139,0,56,6,0.248658318,,0.046040516
4/11/2020,TN,1,963,6,44,10,,32,0,555,1,0,,,,,,,,,58,0,0,1,0.064088398,,0.071823204
4/11/2020,TG,1,493,10,96,14,,37,0,312,1,0,,,,,,,,,16,0,51,2,0.033542977,,0.031307551
4/11/2020,UK,0,35,1,5,0,,33,0,189,1,0,,,,,,,,,0,0,0,0,0,,0.009208103
4/11/2020,UTCH,0,19,0,7,0,,34,0,9252,1,0,,,,,,,,,0,0,0,0,0,,0.001841621
4/11/2020,UTJK,0,224,0,6,4,,21,0,98,1,0,,,,,,,,,17,0,0,0,0.082125604,,0.009208103
4/11/2020,UTL,0,15,0,11,0,,7,0,2.8,1,1,,,,,,,,,0,0,0,0,0,,0.001841621
4/11/2020,UP,0,451,1,45,5,,39,0,828,1,1,,,,,,,,,19,0,13,1,0.043981481,,0.14732965
4/11/2020,TR,0,2,0,0,0,,37,0,350,1,0,,,,,,,,,0,0,0,0,0,,0.003683241
4/11/2020,WB,1,129,0,16,8,,35,0,1029,1,0,,,,,,,,,10,0,0,0,0.084033613,,0.077348066
4/12/2020,AP,0,405,0,10,6,,33,0,303,1,0,8410,48,968,292,0,0,0,0,0,0,0,0,0,,0.046040516
4/12/2020,AN,0,11,0,10,0,,31,0,46,1,1,,,,,,,,,0,0,0,0,0,,0.001841621
4/12/2020,AS,0,29,0,0,1,,32,0,397,1,0,,,,,,,,,0,0,0,0,0,,0.025782689
4/12/2020,ACP,0,1,0,0,0,,30,0,17,1,0,,,,,,,,,0,0,0,0,0,,0.003683241
4/12/2020,BR,0,64,0,15,1,,36,0,1102,1,0,,,,,,,,,0,0,0,0,0,,0.073664825
4/12/2020,CG,0,25,0,9,0,,36,0,189,1,0,,,,,,,,,0,0,0,0,0,,0.020257827
4/12/2020,DN,0,1,0,0,0,,38,0,970,1,0,,,,,,,,,0,0,0,0,0,,0.001841621
4/12/2020,DL,1,1068,1,27,19,,36,0,11297,1,1,,,,,,,,,0,0,0,0,0,,0.012891344
4/12/2020,GA,1,7,0,1,0,,33,0,394,1,1,,,,,,,,,0,0,0,0,0,,0.003683241
4/12/2020,GJ,1,467,1,44,22,,42,0,308,1,0,,,,,,,,,0,0,0,0,0,,0.047882136
4/12/2020,HR,0,165,14,36,2,,36,0,573,1,0,,,,,,,,,0,0,0,0,0,,0.018416206
4/12/2020,HP,0,32,1,8,2,,18,0,123,1,0,,,,,,,,,0,0,0,0,0,,0.007366483
4/12/2020,JH,0,17,0,0,1,,35,0,414,1,0,,,,,,,,,0,0,0,0,0,,0.025782689
4/12/2020,KA,1,215,0,39,6,,33,0,319,1,0,,,,,,,,,0,0,0,0,0,,0.051565378
4/12/2020,KL,1,365,8,143,2,,36,0,859,1,1,,,,,,,,,0,0,0,0,0,,0.036832413
4/12/2020,MP,0,529,0,38,40,,38,0,236,1,0,,,,,,,,,0,0,0,0,0,,0.053406998
4/12/2020,MH,1,1758,3,208,127,,33,0,365,1,0,,,,,,,,,0,0,0,0,0,,0.08839779
4/12/2020,MN,0,2,0,1,0,,32,0,122,1,0,,,,,,,,,0,0,0,0,0,,0.003683241
4/12/2020,MZ,0,1,0,0,0,,30,0,52,1,0,,,,,,,,,0,0,0,0,0,,0.001841621
4/12/2020,OD,0,54,0,12,1,,37,0,269,1,0,,,,,,,,,0,0,0,0,0,,0.038674033
4/12/2020,PC,0,7,0,1,0,,33,0,2598,1,1,,,,,,,,,0,0,0,0,0,,0.001841621
4/12/2020,PB,0,158,0,20,12,,32,0,550,1,0,,,,,,,,,0,0,0,0,0,,0.023941068
4/12/2020,RJ,0,698,2,116,9,,37,0,201,1,0,,,,,,,,,0,0,0,0,0,,0.046040516
4/12/2020,TN,1,963,6,44,10,,32,0,555,1,0,,,,,,,,,0,0,0,0,0,,0.071823204
4/12/2020,TG,1,493,10,96,14,,37,0,312,1,0,,,,,,,,,0,0,0,0,0,,0.031307551
4/12/2020,UK,0,35,1,5,0,,33,0,189,1,0,,,,,,,,,0,0,0,0,0,,0.009208103
4/12/2020,UTCH,0,19,0,7,0,,34,0,9252,1,0,,,,,,,,,0,0,0,0,0,,0.001841621
4/12/2020,UTJK,0,224,0,6,4,,21,0,98,1,0,,,,,,,,,0,0,0,0,0,,0.009208103
4/12/2020,UTL,0,15,0,11,0,,7,0,2.8,1,1,,,,,,,,,0,0,0,0,0,,0.001841621
4/12/2020,UP,0,451,1,45,5,,39,0,828,1,1,,,,,,,,,0,0,0,0,0,,0.14732965
4/12/2020,TR,0,2,0,0,0,,37,0,350,1,0,,,,,,,,,0,0,0,0,0,,0.003683241
4/12/2020,WB,1,129,0,16,8,,35,0,1029,1,0,,,,,,,,,0,0,0,0,0,,0.077348066
